@relation student-performance-portuguese-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-V-N3-F1-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Remove-R3

@attribute school { GP, MS}
@attribute sex { F, M}
@attribute age { 15, 16, 17, 18, 19, 20, 21, 22}
@attribute address { R, U}
@attribute famsize { GT3, LE3}
@attribute Pstatus { A, T}
@attribute Medu { 0, 1, 2, 3, 4}
@attribute Fedu { 0, 1, 2, 3, 4}
@attribute Mjob { at_home, health, other, services, teacher}
@attribute Fjob { at_home, health, other, services, teacher}
@attribute reason { course, home, other, reputation}
@attribute guardian { father, mother, other}
@attribute traveltime { 1, 2, 3, 4}
@attribute studytime { 1, 2, 3, 4}
@attribute failures { 0, 1, 2, 3}
@attribute schoolsup { no, yes}
@attribute famsup { no, yes}
@attribute paid { no, yes}
@attribute activities { no, yes}
@attribute nursery { no, yes}
@attribute higher { no, yes}
@attribute internet { no, yes}
@attribute romantic { no, yes}
@attribute famrel { 1, 2, 3, 4, 5}
@attribute freetime { 1, 2, 3, 4, 5}
@attribute goout { 1, 2, 3, 4, 5}
@attribute Dalc { 1, 2, 3, 4, 5}
@attribute Walc { 1, 2, 3, 4, 5}
@attribute health { 1, 2, 3, 4, 5}
@attribute absences numeric
@attribute G3 { 0, 1}

@data
MS,F,17,R,GT3,T,4,4,other,teacher,reputation,father,1,1,0,no,yes,no,no,no,yes,no,no,5,5,1,1,2,1,6.0,1
GP,F,15,U,LE3,T,3,1,other,services,course,father,1,4,0,yes,no,no,yes,yes,yes,no,no,4,2,5,1,3,4,6.0,1
GP,F,16,U,GT3,T,3,2,other,services,course,father,1,1,0,no,yes,no,no,yes,yes,yes,yes,5,2,5,1,1,1,10.0,1
GP,F,17,U,LE3,T,0,2,other,at_home,home,mother,1,2,0,yes,yes,no,no,yes,yes,yes,no,4,3,2,2,1,5,3.0,1
GP,M,17,U,GT3,T,4,3,other,services,course,other,1,2,3,no,no,no,yes,no,yes,yes,yes,4,3,1,2,3,2,5.0,0
GP,F,15,U,GT3,T,1,1,other,other,course,mother,1,1,0,no,yes,no,no,no,yes,yes,no,4,4,5,1,1,4,19.0,1
GP,F,16,U,GT3,A,4,3,services,other,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,4,2,2,3,2,3,1.0,1
GP,F,15,U,GT3,A,2,3,services,teacher,home,mother,1,1,0,no,yes,yes,no,yes,no,no,no,5,2,3,4,4,2,4.0,1
GP,F,16,U,LE3,T,3,3,services,other,home,mother,1,3,0,no,yes,no,no,yes,yes,no,no,2,2,3,1,3,1,3.0,1
GP,M,16,U,GT3,T,4,4,health,at_home,course,father,1,1,0,no,yes,no,no,yes,yes,yes,yes,4,2,4,1,1,1,1.0,1
MS,M,18,U,GT3,T,2,4,other,health,course,mother,1,3,0,no,no,no,yes,yes,yes,no,yes,1,2,3,1,1,3,16.0,0
MS,F,18,U,LE3,T,2,2,other,other,course,mother,1,3,0,no,no,no,no,yes,yes,yes,no,5,2,1,1,1,1,10.0,1
GP,F,16,U,GT3,T,2,2,other,services,home,mother,3,1,0,no,yes,no,no,yes,yes,yes,yes,4,4,3,4,1,5,5.0,1
GP,F,16,U,LE3,T,4,4,services,services,course,mother,2,2,0,no,no,no,no,yes,yes,yes,no,4,4,3,1,3,5,3.0,1
MS,F,20,U,GT3,T,2,1,other,other,course,other,1,2,2,no,no,no,no,no,yes,no,no,3,4,3,1,3,3,1.0,1
GP,M,17,U,LE3,A,1,1,at_home,other,other,other,2,3,0,yes,yes,no,yes,yes,yes,yes,no,5,4,2,1,2,5,1.0,1
GP,F,16,U,GT3,T,3,3,other,services,reputation,mother,2,3,0,no,yes,no,no,no,yes,yes,no,4,4,5,2,1,5,2.0,1
MS,F,19,U,GT3,T,2,2,health,other,home,other,1,1,3,no,yes,no,no,yes,yes,yes,yes,5,3,3,2,1,4,13.0,0
MS,F,16,U,LE3,T,4,4,health,other,other,father,1,2,0,no,yes,no,no,yes,yes,yes,no,2,4,2,1,3,3,1.0,1
GP,F,17,R,GT3,T,3,3,other,teacher,reputation,mother,1,1,0,no,no,no,no,no,yes,yes,no,5,4,4,5,3,5,2.0,1
MS,M,17,U,GT3,T,1,1,at_home,services,course,mother,1,1,0,no,yes,no,yes,yes,yes,no,yes,4,3,5,1,1,3,25.0,1
GP,F,16,U,LE3,T,2,1,other,at_home,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,3,2,5,1,5,4,2.0,1
GP,F,18,U,GT3,T,4,4,other,teacher,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,2,2,5,1,3,4,2.0,1
MS,F,18,U,GT3,A,4,4,health,teacher,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,2,5,5,2.0,0
MS,F,15,U,LE3,T,4,3,other,services,other,mother,1,1,0,no,yes,no,yes,yes,yes,no,no,4,1,3,1,1,3,1.0,1
MS,M,16,U,GT3,T,4,4,teacher,teacher,course,mother,1,1,0,no,yes,no,no,yes,yes,no,no,4,3,2,1,2,2,5.0,1
GP,F,16,U,LE3,T,2,2,other,other,course,mother,2,1,0,no,no,no,no,yes,yes,yes,no,4,4,3,1,1,2,8.0,1
GP,F,17,U,GT3,T,1,1,at_home,other,course,mother,1,1,0,no,no,no,yes,yes,yes,no,yes,4,4,4,1,3,1,3.0,1
GP,M,16,U,LE3,T,1,1,other,services,home,father,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,4,3,2,1,1,4.0,1
GP,F,17,U,GT3,T,1,3,other,other,course,mother,3,2,0,yes,no,no,yes,yes,no,no,no,3,2,4,1,5,4,4.0,1
MS,M,16,U,LE3,T,3,4,services,health,course,mother,1,3,0,no,yes,no,yes,yes,yes,no,yes,4,4,3,1,3,3,11.0,1
MS,F,18,U,LE3,T,3,2,services,services,course,mother,1,3,2,no,no,no,yes,no,yes,no,yes,4,2,3,1,1,5,2.0,1
MS,F,15,R,GT3,A,4,4,services,teacher,home,mother,2,3,0,no,no,no,yes,yes,yes,no,yes,2,3,2,2,1,2,2.0,1
MS,F,16,R,GT3,T,2,1,other,other,course,father,1,4,0,no,yes,no,yes,yes,yes,yes,no,4,5,2,1,3,5,1.0,1
GP,M,18,U,LE3,T,1,1,at_home,services,reputation,mother,1,2,2,no,no,no,no,yes,no,yes,yes,5,5,3,1,3,2,9.0,1
MS,M,15,U,GT3,T,2,2,services,services,home,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,1,2,1,1,5,1.0,1
GP,M,15,R,LE3,T,2,1,services,other,course,mother,2,1,0,no,no,no,no,yes,yes,no,no,5,5,4,1,1,3,2.0,1
GP,F,16,U,GT3,T,4,4,other,services,course,mother,1,2,0,no,yes,no,yes,no,yes,yes,no,4,5,4,1,2,2,6.0,1
MS,F,18,U,LE3,T,1,2,at_home,other,home,father,2,1,1,no,yes,no,yes,yes,no,yes,yes,3,3,3,1,4,3,1.0,0
GP,M,16,U,LE3,T,4,4,services,other,course,mother,1,1,2,no,yes,no,yes,yes,no,no,yes,4,5,4,1,5,4,1.0,1
GP,M,16,U,GT3,T,4,4,teacher,services,reputation,mother,1,4,0,no,yes,no,no,yes,yes,no,no,5,3,3,1,1,5,10.0,0
MS,M,18,U,GT3,T,2,2,services,other,reputation,mother,2,4,0,no,yes,no,no,yes,yes,no,yes,3,4,3,1,2,1,4.0,1
MS,F,17,R,GT3,T,1,1,services,at_home,course,mother,3,1,0,no,yes,no,yes,yes,yes,no,yes,5,3,2,4,2,1,3.0,1
GP,F,16,U,GT3,T,1,0,other,other,course,mother,1,2,0,yes,no,no,no,yes,yes,yes,yes,4,4,2,2,1,2,1.0,1
MS,F,16,R,GT3,T,3,4,other,other,course,father,1,3,0,no,yes,no,yes,yes,yes,no,no,3,5,1,1,3,1,3.0,1
GP,M,17,U,LE3,A,4,3,other,services,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,4,5,2,1,2,5,0.0,1
MS,M,15,R,GT3,T,4,4,teacher,teacher,course,father,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,3,2,1,4,4,1.0,1
GP,F,18,U,GT3,T,1,1,at_home,other,course,mother,1,3,0,no,yes,no,no,yes,yes,yes,yes,5,2,2,1,3,1,0.0,1
GP,F,16,U,LE3,A,2,2,other,other,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,3,3,3,3,1,4,0.0,1
MS,M,17,U,LE3,T,3,1,services,other,home,father,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,5,4,1,3,2,16.0,1
GP,F,15,U,LE3,T,4,4,teacher,other,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,3,4.0,1
GP,M,18,U,GT3,T,2,3,services,other,home,mother,1,2,0,no,no,no,no,yes,no,yes,no,5,4,1,1,1,5,1.0,1
MS,F,16,U,LE3,T,3,2,other,other,home,mother,2,2,0,yes,yes,no,no,yes,yes,yes,yes,4,3,3,1,1,1,1.0,1
GP,F,15,U,GT3,T,3,4,at_home,health,home,mother,1,3,0,no,no,no,no,no,yes,yes,no,3,4,2,1,3,2,1.0,1
GP,M,19,U,LE3,T,3,3,services,other,reputation,mother,1,1,1,no,yes,no,yes,no,yes,yes,yes,4,5,4,1,1,5,3.0,1
MS,F,15,U,GT3,T,3,3,services,other,reputation,mother,1,3,0,yes,yes,no,yes,yes,yes,no,no,4,4,3,2,2,5,25.0,1
MS,M,18,R,GT3,T,3,1,other,other,course,father,2,4,0,no,yes,no,yes,yes,yes,yes,no,4,1,3,1,2,5,1.0,0
GP,F,16,U,GT3,T,3,3,other,services,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,4,3,2,3,1,1.0,0
GP,F,17,U,GT3,T,4,3,services,other,course,mother,1,1,0,no,no,no,yes,no,yes,no,no,1,3,2,1,4,5,11.0,1
MS,F,19,U,GT3,T,3,3,services,health,reputation,mother,1,1,1,no,yes,no,no,no,no,no,no,4,1,3,2,5,5,5.0,1
GP,F,18,U,GT3,T,4,2,teacher,other,home,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,5,5,2,1,1,4,4.0,1
GP,M,16,U,LE3,T,1,2,at_home,at_home,home,mother,1,2,0,no,no,no,no,yes,yes,no,yes,5,4,3,3,4,5,22.0,1
GP,F,19,U,GT3,T,4,4,health,services,course,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,1,5,2,1,1,3,1.0,1
GP,F,18,U,LE3,A,1,2,other,other,course,father,1,1,0,no,yes,no,no,yes,yes,yes,yes,4,4,1,1,2,5,1.0,1
MS,F,19,R,GT3,T,4,4,health,teacher,course,other,1,1,0,no,yes,no,no,yes,yes,yes,no,4,4,3,2,1,5,1.0,1
GP,M,16,U,GT3,T,2,3,services,other,course,mother,2,2,0,no,no,no,yes,no,yes,yes,yes,5,2,3,1,1,2,2.0,1
GP,F,17,U,LE3,A,1,1,other,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,1,4,1,1,1,0.0,1
MS,F,16,U,LE3,T,2,3,services,services,other,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,5,2,2,3,3,0.0,0
MS,F,16,U,GT3,T,4,4,services,other,course,father,1,2,0,no,no,no,no,yes,no,yes,no,5,3,5,1,1,2,2.0,1
GP,F,18,U,GT3,A,3,3,other,other,course,mother,2,3,0,no,yes,no,no,yes,yes,yes,no,5,5,5,1,1,2,10.0,1
GP,F,17,R,LE3,T,3,4,at_home,teacher,home,other,4,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,2,2,1,5,3.0,1
MS,F,18,U,GT3,T,4,4,services,teacher,home,father,1,2,0,yes,no,no,yes,yes,yes,no,yes,3,3,1,1,1,3,7.0,1
GP,F,18,U,LE3,T,2,2,other,other,course,mother,1,2,0,yes,yes,no,no,yes,yes,yes,yes,1,5,3,2,2,3,3.0,1
GP,F,17,U,GT3,T,4,4,services,other,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,5,3,2,1,2,5,4.0,1
MS,M,16,U,GT3,T,1,1,other,other,course,father,1,2,0,no,yes,no,yes,yes,yes,yes,yes,1,5,2,1,1,5,3.0,1
GP,M,15,U,GT3,T,3,1,other,other,reputation,mother,1,3,0,no,no,no,yes,no,yes,yes,yes,5,4,3,2,4,3,13.0,1
MS,M,16,R,LE3,T,4,2,health,other,home,mother,1,2,0,no,yes,no,no,no,yes,no,no,5,2,4,1,3,5,9.0,1
GP,M,18,U,LE3,A,4,2,services,services,home,mother,1,2,0,no,no,no,yes,no,yes,no,no,5,2,3,1,2,5,9.0,1
MS,F,15,R,LE3,T,1,1,other,services,other,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,5,5,4,2,4,5,9.0,1
MS,F,17,U,GT3,T,4,4,other,teacher,other,mother,2,1,1,no,yes,no,yes,no,no,yes,yes,5,4,2,1,2,5,3.0,0
GP,M,16,U,LE3,T,3,3,services,other,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,5,5,5,4,5,6.0,1
GP,F,19,U,GT3,T,1,1,other,other,course,mother,1,2,0,no,no,no,no,yes,yes,yes,no,2,2,4,1,1,2,1.0,1
GP,F,18,R,GT3,T,2,2,other,other,reputation,mother,2,1,0,yes,no,no,no,no,yes,no,no,5,3,5,1,1,4,6.0,1
GP,F,18,U,GT3,T,1,2,services,services,course,mother,2,3,0,yes,no,no,no,yes,yes,yes,yes,2,2,2,1,2,3,14.0,1
MS,F,17,R,GT3,T,3,3,other,at_home,other,mother,1,1,0,no,yes,no,no,no,yes,yes,yes,5,3,5,2,2,3,3.0,1
GP,F,16,U,LE3,T,2,2,other,services,course,mother,1,1,0,no,no,no,no,yes,yes,no,yes,4,2,5,1,1,1,6.0,1
GP,M,17,U,GT3,T,1,3,other,other,course,mother,2,2,0,no,no,no,yes,no,no,yes,no,4,4,4,2,1,5,9.0,1
GP,F,15,R,GT3,T,2,1,other,other,reputation,mother,2,3,0,no,yes,no,no,no,yes,yes,yes,3,4,4,3,3,5,4.0,1
GP,F,17,U,GT3,T,2,2,other,other,home,mother,2,1,0,no,yes,yes,no,yes,yes,yes,no,2,1,5,1,5,4,5.0,1
GP,M,17,U,GT3,T,1,2,other,other,reputation,mother,2,2,0,yes,yes,no,yes,yes,no,yes,no,5,3,2,1,4,3,3.0,1
GP,F,18,U,LE3,A,1,1,at_home,services,course,other,1,1,0,no,yes,no,no,yes,yes,yes,no,5,2,4,1,1,3,2.0,1
MS,F,17,R,GT3,T,3,2,other,other,other,mother,3,1,1,no,yes,no,yes,no,yes,yes,no,4,3,4,1,2,5,3.0,0
GP,M,15,U,GT3,T,2,2,at_home,services,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,5,2,1,1,4,3,3.0,1
GP,F,16,R,GT3,T,3,3,services,services,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,5,3,3,1,4,1,14.0,1
GP,F,16,U,GT3,T,2,1,services,other,course,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,3,3,4,1,1,1,11.0,1
GP,F,15,U,LE3,T,4,3,teacher,other,reputation,father,1,2,0,no,no,no,yes,yes,yes,yes,no,4,3,2,1,3,1,1.0,1
MS,M,18,R,GT3,T,1,1,other,other,course,father,3,2,2,no,no,no,yes,yes,yes,yes,yes,5,4,2,1,1,3,4.0,0
MS,F,17,R,LE3,T,3,3,services,services,course,father,4,2,1,no,no,no,yes,yes,yes,yes,no,4,4,5,2,1,3,4.0,1
MS,M,16,R,GT3,T,3,3,other,other,course,mother,2,2,0,no,yes,no,no,yes,no,no,no,3,3,5,1,2,5,11.0,1
GP,M,16,U,GT3,T,3,1,services,other,home,mother,1,1,0,no,yes,no,yes,yes,no,yes,yes,4,4,1,1,4,2,2.0,1
GP,M,18,U,GT3,T,3,4,other,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,3,4,3,1,1,4,8.0,1
GP,F,16,U,GT3,T,3,2,health,services,home,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,1,3,5,1.0,1
GP,F,15,U,LE3,T,2,2,at_home,services,reputation,mother,4,1,0,yes,yes,no,yes,yes,yes,yes,no,3,3,4,2,2,3,4.0,1
MS,M,18,R,GT3,T,2,2,other,other,course,mother,2,1,0,no,no,no,no,yes,yes,yes,no,5,3,3,1,2,5,0.0,1
GP,M,18,R,GT3,T,3,4,other,other,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,4,1,3,1,3,2,4.0,1
GP,M,17,U,GT3,T,3,3,other,services,home,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,1,3,4,2,1,5,3.0,1
GP,M,16,U,LE3,T,4,2,other,other,course,father,1,4,0,no,yes,no,no,no,yes,yes,no,5,2,2,1,1,5,1.0,1
GP,M,18,U,GT3,T,3,3,other,services,course,other,3,2,1,no,no,no,no,yes,yes,yes,yes,4,1,3,1,2,5,1.0,0
GP,F,16,U,GT3,A,4,2,health,other,reputation,other,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,4,2,1,3,5,2.0,1
GP,F,17,U,GT3,T,1,1,other,services,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,4,1,1,5,4.0,1
GP,F,18,U,GT3,A,4,3,health,other,course,mother,1,2,0,no,yes,no,yes,no,yes,yes,yes,4,1,4,1,1,5,2.0,1
GP,F,17,U,GT3,T,3,4,services,teacher,course,mother,1,4,0,no,no,no,no,yes,yes,yes,yes,5,4,3,1,1,4,0.0,1
MS,F,18,U,GT3,T,4,4,teacher,other,home,mother,1,1,0,no,yes,yes,yes,yes,yes,no,yes,4,3,3,1,1,4,22.0,1
GP,M,16,U,LE3,T,2,2,services,other,course,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,4,5,4,1,2,5,1.0,1
MS,F,17,U,LE3,T,4,4,teacher,other,home,mother,1,1,1,no,no,no,yes,yes,no,yes,no,3,2,1,4,3,5,0.0,0
GP,F,18,U,LE3,T,4,3,other,services,course,mother,1,3,0,no,yes,no,no,no,yes,yes,yes,4,3,4,1,3,4,5.0,1
GP,F,18,U,GT3,T,2,1,at_home,other,reputation,mother,2,1,0,no,no,yes,no,yes,yes,yes,no,5,3,3,1,4,5,0.0,1
GP,M,16,U,GT3,T,1,2,at_home,other,other,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,5,5,2,1,3,0.0,1
GP,M,15,U,GT3,T,4,4,other,health,course,father,3,2,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,3,2,1.0,1
MS,F,16,U,GT3,T,1,1,other,other,other,mother,1,2,0,yes,yes,no,no,yes,yes,yes,no,1,3,2,1,2,4,14.0,0
GP,F,18,U,LE3,T,2,1,other,other,course,mother,1,4,0,yes,yes,no,yes,yes,yes,yes,no,4,3,2,1,2,3,11.0,1
MS,F,15,U,GT3,T,2,2,other,other,course,father,2,1,0,no,yes,no,no,yes,yes,yes,no,4,2,2,2,1,5,4.0,1
GP,F,15,U,GT3,T,4,3,health,other,reputation,mother,1,3,0,no,no,no,yes,no,yes,yes,no,5,4,2,2,3,1,5.0,1
GP,F,18,U,GT3,T,2,2,at_home,other,course,mother,1,2,1,no,yes,no,no,yes,no,yes,no,4,4,3,1,4,1,3.0,0
GP,F,15,U,GT3,T,4,4,teacher,services,reputation,mother,2,3,0,no,yes,no,yes,yes,yes,yes,no,5,5,3,1,4,4,3.0,1
MS,F,17,R,GT3,T,1,1,at_home,other,course,father,1,2,1,no,yes,no,yes,yes,yes,no,no,5,4,3,1,4,1,15.0,0
GP,F,18,U,GT3,T,2,2,other,services,home,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,1,4,3,3,5,1.0,1
GP,M,17,U,GT3,T,1,3,other,other,reputation,mother,1,2,0,yes,yes,no,no,yes,yes,yes,yes,4,2,4,1,1,5,11.0,1
GP,F,16,U,LE3,A,4,2,other,other,course,mother,1,2,1,no,no,no,no,yes,yes,yes,no,5,4,3,1,5,5,1.0,1
GP,F,17,R,GT3,T,1,2,at_home,at_home,reputation,father,3,2,1,no,yes,no,no,yes,yes,yes,no,5,5,3,1,3,5,2.0,0
MS,F,18,R,GT3,T,1,2,other,other,course,other,2,2,0,no,yes,no,no,yes,yes,yes,no,3,2,5,5,1,5,6.0,1
GP,M,17,U,GT3,T,1,1,at_home,other,course,mother,2,1,0,yes,yes,no,yes,yes,yes,yes,no,4,3,3,3,2,5,1.0,1
MS,F,18,U,GT3,T,2,2,other,other,other,father,1,2,0,no,yes,no,yes,yes,yes,no,no,4,4,3,2,5,5,3.0,1
GP,F,18,U,GT3,T,2,2,other,services,course,mother,2,2,0,no,no,no,no,yes,yes,yes,no,5,1,2,4,2,5,1.0,1
MS,F,16,R,GT3,T,2,2,services,other,course,father,2,1,0,no,yes,no,no,no,yes,yes,yes,4,1,3,1,1,2,17.0,1
GP,F,17,U,GT3,T,4,4,teacher,health,course,father,1,3,0,no,no,no,no,no,yes,yes,no,3,5,3,2,2,4,3.0,1
GP,M,19,U,GT3,A,4,3,other,services,home,mother,2,2,1,no,yes,no,yes,no,no,yes,no,4,1,3,1,1,2,1.0,1
GP,F,18,U,GT3,T,2,1,at_home,other,home,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,4,3,1,1,4,3.0,1
GP,F,15,U,GT3,T,2,2,other,other,course,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,5,3,3,1,2,4,3.0,1
GP,F,15,U,GT3,T,3,3,other,services,home,mother,1,3,0,no,yes,no,no,no,yes,yes,yes,3,4,3,1,1,1,1.0,1
GP,M,17,U,GT3,T,4,4,teacher,services,home,mother,1,4,0,no,no,no,no,no,yes,yes,yes,4,4,2,1,1,5,0.0,1
GP,F,15,U,LE3,T,3,2,at_home,other,home,mother,1,1,0,no,yes,no,yes,no,yes,yes,yes,4,4,1,2,2,5,1.0,1
GP,M,17,U,GT3,T,1,1,at_home,at_home,other,father,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,4,3,3,4,3,1.0,1
GP,F,16,U,GT3,T,2,2,other,other,reputation,mother,1,1,0,no,yes,no,no,yes,yes,yes,yes,2,2,4,1,2,2,1.0,1
MS,M,17,R,LE3,T,4,2,other,services,course,mother,4,1,3,no,yes,no,yes,yes,yes,yes,yes,4,1,5,1,1,3,6.0,1
GP,M,18,R,GT3,T,2,2,at_home,other,reputation,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,4,2,2,1,1,3,8.0,1
MS,F,19,R,LE3,T,2,3,services,other,home,father,2,2,1,no,yes,no,yes,yes,yes,no,yes,2,3,4,2,2,4,5.0,1
GP,F,16,R,GT3,T,2,2,other,other,course,father,3,3,0,no,no,no,no,no,yes,yes,yes,4,3,3,1,4,2,1.0,0
MS,M,20,R,GT3,T,4,4,other,services,other,other,2,1,2,no,yes,no,yes,yes,yes,no,yes,5,4,3,2,2,2,3.0,0
GP,F,16,U,GT3,T,2,2,at_home,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,1,2,3.0,1
MS,M,18,R,LE3,T,1,1,at_home,services,course,mother,2,1,0,no,no,no,no,yes,yes,no,no,5,1,3,1,2,2,1.0,1
MS,M,16,U,LE3,T,2,2,at_home,other,course,mother,2,1,0,no,yes,yes,yes,yes,yes,yes,no,4,5,3,1,2,1,1.0,1
MS,M,17,U,GT3,T,2,2,other,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,2,1.0,1
GP,F,15,U,GT3,T,1,1,at_home,at_home,course,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,4,3,2,1,5,3,1.0,1
MS,F,22,R,LE3,T,3,3,other,other,course,mother,1,1,3,no,no,no,no,yes,yes,yes,yes,3,5,4,4,1,4,6.0,0
GP,F,16,U,GT3,T,1,0,at_home,other,other,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,5,3,1,1,3,5,4.0,1
GP,F,15,U,GT3,T,3,3,services,other,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,yes,3,3,5,2,2,1,3.0,1
GP,F,15,U,LE3,T,0,1,other,other,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,4,3,3,3,1,3,1.0,1
MS,M,18,U,GT3,T,2,2,services,at_home,other,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,3,5,4,1,5,4,1.0,1
MS,F,18,R,GT3,T,1,2,other,other,other,mother,2,1,0,no,no,no,no,yes,yes,yes,no,4,4,5,1,1,2,10.0,1
GP,M,18,U,GT3,T,1,1,other,other,course,mother,2,2,1,no,no,no,yes,yes,no,yes,no,4,3,1,1,3,5,5.0,1
GP,M,17,U,GT3,T,3,2,at_home,other,home,father,1,1,1,no,yes,no,no,yes,yes,yes,yes,4,2,3,1,1,3,1.0,1
GP,F,17,U,GT3,T,1,1,other,other,course,mother,1,4,0,no,yes,no,no,yes,yes,yes,yes,5,4,3,1,1,2,3.0,1
MS,F,17,U,LE3,A,3,2,other,other,home,mother,2,1,1,no,yes,no,no,yes,yes,no,no,4,3,5,1,1,3,10.0,0
GP,M,18,U,GT3,A,4,4,services,teacher,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,4,3,5,1,1,5,2.0,1
GP,M,16,R,GT3,T,2,2,at_home,other,course,mother,1,3,0,no,no,no,yes,yes,yes,no,yes,4,3,3,2,1,5,1.0,1
MS,F,16,U,GT3,T,2,1,other,other,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,3,3,4,1,1,4,10.0,1
MS,F,18,R,LE3,T,1,1,other,other,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,yes,5,2,2,2,2,3,0.0,1
MS,F,16,R,LE3,T,2,1,at_home,other,course,father,4,2,0,no,no,yes,yes,yes,yes,no,no,4,3,5,1,4,3,4.0,0
MS,F,19,R,GT3,T,4,4,services,health,course,mother,1,3,0,no,yes,no,no,no,no,no,no,4,3,4,2,4,1,3.0,1
GP,F,17,U,GT3,T,4,3,other,health,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,4,5,3,1,5,1.0,1
MS,M,18,R,GT3,T,2,3,services,other,course,mother,2,4,0,no,yes,no,yes,yes,yes,yes,yes,5,3,5,1,1,5,1.0,1
MS,M,16,U,GT3,T,4,3,other,services,other,mother,1,4,0,no,no,no,yes,no,yes,no,no,4,4,3,2,5,1,5.0,1
GP,F,18,U,LE3,T,2,2,other,services,course,mother,1,4,0,no,yes,no,no,yes,yes,yes,yes,5,2,5,1,1,3,6.0,1
GP,M,18,U,GT3,T,4,4,services,other,course,mother,1,2,2,no,yes,no,yes,yes,no,yes,no,5,3,2,1,3,2,6.0,0
GP,M,18,U,GT3,T,2,2,other,other,reputation,other,1,3,0,no,yes,no,no,no,yes,yes,no,4,3,2,1,2,3,0.0,1
MS,F,16,R,GT3,T,1,2,other,other,course,father,1,3,0,no,yes,no,no,yes,yes,yes,no,4,3,4,1,1,4,3.0,1
MS,F,15,R,GT3,T,2,2,other,services,other,father,3,2,0,no,no,no,yes,yes,yes,yes,yes,2,5,1,1,1,4,4.0,1
MS,F,16,U,LE3,T,2,2,other,other,course,mother,3,4,0,no,no,yes,yes,yes,no,no,yes,4,1,2,1,4,3,4.0,0
GP,F,16,U,GT3,T,3,1,services,services,home,mother,1,1,0,no,no,no,no,no,yes,yes,no,4,1,1,1,1,5,22.0,1
GP,M,17,U,GT3,T,1,1,at_home,at_home,home,mother,2,3,0,no,yes,no,yes,no,yes,yes,yes,5,1,4,1,1,3,0.0,1
GP,F,17,U,GT3,T,2,3,at_home,other,reputation,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,4,4,3,1,2,4,8.0,1
